iteration,hour,time_str,total_occupied,utilization_percent,mc_occupied,car_occupied,truck_occupied,mc_utilization,car_utilization,truck_utilization,is_full
19,17.166666666666668,17:10,76,32.900432900432904,48,26,2,34.285714285714285,32.098765432098766,20.0,False
19,17.333333333333332,17:19,70,30.303030303030305,44,24,2,31.428571428571427,29.629629629629626,20.0,False
19,17.5,17:30,62,26.83982683982684,39,21,2,27.857142857142858,25.925925925925924,20.0,False
19,17.666666666666668,17:40,49,21.21212121212121,28,19,2,20.0,23.456790123456788,20.0,False
19,17.833333333333332,17:49,38,16.450216450216452,21,17,0,15.0,20.98765432098765,0.0,False
19,18.0,18:00,27,11.688311688311687,17,10,0,12.142857142857142,12.345679012345679,0.0,False
19,18.166666666666668,18:10,22,9.523809523809524,14,8,0,10.0,9.876543209876543,0.0,False
19,18.333333333333332,18:19,7,3.0303030303030303,3,4,0,2.142857142857143,4.938271604938271,0.0,False
19,18.5,18:30,0,0.0,0,0,0,0.0,0.0,0.0,False
19,18.666666666666668,18:40,0,0.0,0,0,0,0.0,0.0,0.0,False
19,18.833333333333332,18:49,0,0.0,0,0,0,0.0,0.0,0.0,False
20,6.0,06:00,0,0.0,0,0,0,0.0,0.0,0.0,False
20,6.166666666666667,06:10,3,1.2987012987012987,3,0,0,2.142857142857143,0.0,0.0,False
20,6.333333333333333,06:19,5,2.1645021645021645,5,0,0,3.571428571428571,0.0,0.0,False
20,6.5,06:30,5,2.1645021645021645,5,0,0,3.571428571428571,0.0,0.0,False
20,6.666666666666667,06:40,5,2.1645021645021645,5,0,0,3.571428571428571,0.0,0.0,False
20,6.833333333333333,06:49,6,2.5974025974025974,6,0,0,4.285714285714286,0.0,0.0,False
20,7.0,07:00,13,5.627705627705628,12,0,1,8.571428571428571,0.0,10.0,False
20,7.166666666666667,07:10,39,16.883116883116884,31,5,3,22.142857142857142,6.172839506172839,30.0,False
20,7.333333333333333,07:19,67,29.004329004329005,53,10,4,37.857142857142854,12.345679012345679,40.0,False
20,7.5,07:30,90,38.961038961038966,71,14,5,50.71428571428571,17.28395061728395,50.0,False
20,7.666666666666667,07:40,122,52.81385281385281,95,21,6,67.85714285714286,25.925925925925924,60.0,False
20,7.833333333333333,07:49,139,60.17316017316018,108,24,7,77.14285714285715,29.629629629629626,70.0,False
20,8.0,08:00,176,76.19047619047619,137,31,8,97.85714285714285,38.2716049382716,80.0,False
20,8.166666666666666,08:09,185,80.08658008658008,140,36,9,100.0,44.44444444444444,90.0,True
20,8.333333333333334,08:20,192,83.11688311688312,140,43,9,100.0,53.086419753086425,90.0,True
20,8.5,08:30,194,83.98268398268398,140,45,9,100.0,55.55555555555556,90.0,True
20,8.666666666666666,08:39,199,86.14718614718615,140,50,9,100.0,61.72839506172839,90.0,True
20,8.833333333333334,08:50,205,88.74458874458875,140,55,10,100.0,67.90123456790124,100.0,True
20,9.0,09:00,212,91.77489177489177,140,62,10,100.0,76.5432098765432,100.0,True
20,9.166666666666666,09:09,212,91.77489177489177,140,62,10,100.0,76.5432098765432,100.0,True
20,9.333333333333334,09:20,212,91.77489177489177,140,62,10,100.0,76.5432098765432,100.0,True
20,9.5,09:30,213,92.20779220779221,140,63,10,100.0,77.77777777777779,100.0,True
20,9.666666666666666,09:39,213,92.20779220779221,140,63,10,100.0,77.77777777777779,100.0,True
20,9.833333333333334,09:50,214,92.64069264069265,140,64,10,100.0,79.01234567901234,100.0,True
20,10.0,10:00,214,92.64069264069265,140,64,10,100.0,79.01234567901234,100.0,True
20,10.166666666666666,10:09,214,92.64069264069265,140,64,10,100.0,79.01234567901234,100.0,True
20,10.333333333333334,10:20,216,93.5064935064935,140,66,10,100.0,81.48148148148148,100.0,True
